Time,Strain,Metabolite,Concentration,Date,Number,OD600
11.5,152,Adenine Hemi,0.50,10.7.22,1,0.13654
11.5,152,Adenine Hemi,2.50,10.7.22,1,0.10431
11.5,152,Adenine Hemi,5.00,10.7.22,1,0.12791
11.5,152,Adenine Hemi,12.50,10.7.22,1,0.11798
11.5,152,Adenine Hemi,25.00,10.7.22,1,0.05584
12.0,WT,Adenine Hemi,0.00,10.7.22,1,0.06261
12.0,WT,Adenine Hemi,0.00,10.7.22,1,0.06631
12.0,WT,Adenine Hemi,0.03,10.7.22,1,0.06384
12.0,WT,Adenine Hemi,0.25,10.7.22,1,0.06288
12.0,WT,Adenine Hemi,0.50,10.7.22,1,0.06488
12.0,WT,Adenine Hemi,2.50,10.7.22,1,0.05948
12.0,WT,Adenine Hemi,5.00,10.7.22,1,0.05381
12.0,WT,Adenine Hemi,12.50,10.7.22,1,0.05718
12.0,WT,Adenine Hemi,25.00,10.7.22,1,0.05308
12.0,152,Adenine Hemi,0.00,10.7.22,1,0.17164
12.0,152,Adenine Hemi,0.00,10.7.22,1,0.09451
12.0,152,Adenine Hemi,0.03,10.7.22,1,0.08741
12.0,152,Adenine Hemi,0.25,10.7.22,1,0.11861
12.0,152,Adenine Hemi,0.50,10.7.22,1,0.16528
12.0,152,Adenine Hemi,2.50,10.7.22,1,0.12731
12.0,152,Adenine Hemi,5.00,10.7.22,1,0.15451
12.0,152,Adenine Hemi,12.50,10.7.22,1,0.14394
12.0,152,Adenine Hemi,25.00,10.7.22,1,0.08921
12.5,WT,Adenine Hemi,0.00,10.7.22,1,0.07118
12.5,WT,Adenine Hemi,0.00,10.7.22,1,0.07544
12.5,WT,Adenine Hemi,0.03,10.7.22,1,0.07168
12.5,WT,Adenine Hemi,0.25,10.7.22,1,0.06804
12.5,WT,Adenine Hemi,0.50,10.7.22,1,0.07118
12.5,WT,Adenine Hemi,2.50,10.7.22,1,0.07121
12.5,WT,Adenine Hemi,5.00,10.7.22,1,0.06871
12.5,WT,Adenine Hemi,12.50,10.7.22,1,0.06638
12.5,WT,Adenine Hemi,25.00,10.7.22,1,0.06574
12.5,152,Adenine Hemi,0.00,10.7.22,1,0.20151
12.5,152,Adenine Hemi,0.00,10.7.22,1,0.11531
12.5,152,Adenine Hemi,0.03,10.7.22,1,0.10304
12.5,152,Adenine Hemi,0.25,10.7.22,1,0.14581
12.5,152,Adenine Hemi,0.50,10.7.22,1,0.19738
12.5,152,Adenine Hemi,2.50,10.7.22,1,0.15364
12.5,152,Adenine Hemi,5.00,10.7.22,1,0.18271
12.5,152,Adenine Hemi,12.50,10.7.22,1,0.17284
12.5,152,Adenine Hemi,25.00,10.7.22,1,0.11694
13.0,WT,Adenine Hemi,0.00,10.7.22,1,0.08320
13.0,WT,Adenine Hemi,0.00,10.7.22,1,0.09110
13.0,WT,Adenine Hemi,0.03,10.7.22,1,0.08277
13.0,WT,Adenine Hemi,0.25,10.7.22,1,0.07540
13.0,WT,Adenine Hemi,0.50,10.7.22,1,0.08027
13.0,WT,Adenine Hemi,2.50,10.7.22,1,0.07560
13.0,WT,Adenine Hemi,5.00,10.7.22,1,0.08730
13.0,WT,Adenine Hemi,12.50,10.7.22,1,0.07547
13.0,WT,Adenine Hemi,25.00,10.7.22,1,0.08280
13.0,152,Adenine Hemi,0.00,10.7.22,1,0.23603
13.0,152,Adenine Hemi,0.00,10.7.22,1,0.14147
13.0,152,Adenine Hemi,0.03,10.7.22,1,0.12503
13.0,152,Adenine Hemi,0.25,10.7.22,1,0.18460
13.0,152,Adenine Hemi,0.50,10.7.22,1,0.23717
13.0,152,Adenine Hemi,2.50,10.7.22,1,0.18363
13.0,152,Adenine Hemi,5.00,10.7.22,1,0.22030
13.0,152,Adenine Hemi,12.50,10.7.22,1,0.20183
13.0,152,Adenine Hemi,25.00,10.7.22,1,0.14870
13.5,WT,Adenine Hemi,0.00,10.7.22,1,0.09777
13.5,WT,Adenine Hemi,0.00,10.7.22,1,0.12053
13.5,WT,Adenine Hemi,0.03,10.7.22,1,0.10013
13.5,WT,Adenine Hemi,0.25,10.7.22,1,0.08460
13.5,WT,Adenine Hemi,0.50,10.7.22,1,0.09120
13.5,WT,Adenine Hemi,2.50,10.7.22,1,0.09700
13.5,WT,Adenine Hemi,5.00,10.7.22,1,0.10217
13.5,WT,Adenine Hemi,12.50,10.7.22,1,0.08473
13.5,WT,Adenine Hemi,25.00,10.7.22,1,0.11150
13.5,152,Adenine Hemi,0.00,10.7.22,1,0.27550
13.5,152,Adenine Hemi,0.00,10.7.22,1,0.17217
13.5,152,Adenine Hemi,0.03,10.7.22,1,0.15343
13.5,152,Adenine Hemi,0.25,10.7.22,1,0.22560
13.5,152,Adenine Hemi,0.50,10.7.22,1,0.27333
13.5,152,Adenine Hemi,2.50,10.7.22,1,0.21713
13.5,152,Adenine Hemi,5.00,10.7.22,1,0.26447
13.5,152,Adenine Hemi,12.50,10.7.22,1,0.23487
13.5,152,Adenine Hemi,25.00,10.7.22,1,0.17453
14.0,WT,Adenine Hemi,0.00,10.7.22,1,0.11624
14.0,WT,Adenine Hemi,0.00,10.7.22,1,0.15048
14.0,WT,Adenine Hemi,0.03,10.7.22,1,0.12111
14.0,WT,Adenine Hemi,0.25,10.7.22,1,0.09551
14.0,WT,Adenine Hemi,0.50,10.7.22,1,0.10461
14.0,WT,Adenine Hemi,2.50,10.7.22,1,0.13618
14.0,WT,Adenine Hemi,5.00,10.7.22,1,0.11918
14.0,WT,Adenine Hemi,12.50,10.7.22,1,0.09734
14.0,WT,Adenine Hemi,25.00,10.7.22,1,0.13551
14.0,152,Adenine Hemi,0.00,10.7.22,1,0.32048
14.0,152,Adenine Hemi,0.00,10.7.22,1,0.20741
14.0,152,Adenine Hemi,0.03,10.7.22,1,0.18668
14.0,152,Adenine Hemi,0.25,10.7.22,1,0.26741
14.0,152,Adenine Hemi,0.50,10.7.22,1,0.32121
14.0,152,Adenine Hemi,2.50,10.7.22,1,0.25641
14.0,152,Adenine Hemi,5.00,10.7.22,1,0.31331
14.0,152,Adenine Hemi,12.50,10.7.22,1,0.27494
14.0,152,Adenine Hemi,25.00,10.7.22,1,0.20334
14.5,WT,Adenine Hemi,0.00,10.7.22,1,0.13969
14.5,WT,Adenine Hemi,0.00,10.7.22,1,0.17982
14.5,WT,Adenine Hemi,0.03,10.7.22,1,0.14582
14.5,WT,Adenine Hemi,0.25,10.7.22,1,0.11106
14.5,WT,Adenine Hemi,0.50,10.7.22,1,0.12382
14.5,WT,Adenine Hemi,2.50,10.7.22,1,0.16999
14.5,WT,Adenine Hemi,5.00,10.7.22,1,0.13886
14.5,WT,Adenine Hemi,12.50,10.7.22,1,0.11092
14.5,WT,Adenine Hemi,25.00,10.7.22,1,0.18129
14.5,152,Adenine Hemi,0.00,10.7.22,1,0.37039
14.5,152,Adenine Hemi,0.00,10.7.22,1,0.24712
14.5,152,Adenine Hemi,0.03,10.7.22,1,0.22522
14.5,152,Adenine Hemi,0.25,10.7.22,1,0.31202
14.5,152,Adenine Hemi,0.50,10.7.22,1,0.37279
14.5,152,Adenine Hemi,2.50,10.7.22,1,0.30276
14.5,152,Adenine Hemi,5.00,10.7.22,1,0.36699
14.5,152,Adenine Hemi,12.50,10.7.22,1,0.32189
14.5,152,Adenine Hemi,25.00,10.7.22,1,0.23639
15.0,WT,Adenine Hemi,0.00,10.7.22,1,0.17026
15.0,WT,Adenine Hemi,0.00,10.7.22,1,0.21069
15.0,WT,Adenine Hemi,0.03,10.7.22,1,0.17272
15.0,WT,Adenine Hemi,0.25,10.7.22,1,0.13522
15.0,WT,Adenine Hemi,0.50,10.7.22,1,0.15196
15.0,WT,Adenine Hemi,2.50,10.7.22,1,0.20266
15.0,WT,Adenine Hemi,5.00,10.7.22,1,0.17106
15.0,WT,Adenine Hemi,12.50,10.7.22,1,0.13399
15.0,WT,Adenine Hemi,25.00,10.7.22,1,0.21956
15.0,152,Adenine Hemi,0.00,10.7.22,1,0.42579
15.0,152,Adenine Hemi,0.00,10.7.22,1,0.29216
15.0,152,Adenine Hemi,0.03,10.7.22,1,0.26829
15.0,152,Adenine Hemi,0.25,10.7.22,1,0.36179
15.0,152,Adenine Hemi,0.50,10.7.22,1,0.42896
15.0,152,Adenine Hemi,2.50,10.7.22,1,0.35396
15.0,152,Adenine Hemi,5.00,10.7.22,1,0.42429
15.0,152,Adenine Hemi,12.50,10.7.22,1,0.37272
15.0,152,Adenine Hemi,25.00,10.7.22,1,0.27112
15.5,WT,Adenine Hemi,0.00,10.7.22,1,0.20322
15.5,WT,Adenine Hemi,0.00,10.7.22,1,0.24292
15.5,WT,Adenine Hemi,0.03,10.7.22,1,0.20206
15.5,WT,Adenine Hemi,0.25,10.7.22,1,0.16089
15.5,WT,Adenine Hemi,0.50,10.7.22,1,0.18086
15.5,WT,Adenine Hemi,2.50,10.7.22,1,0.23122
15.5,WT,Adenine Hemi,5.00,10.7.22,1,0.20162
15.5,WT,Adenine Hemi,12.50,10.7.22,1,0.15986
15.5,WT,Adenine Hemi,25.00,10.7.22,1,0.25066
15.5,152,Adenine Hemi,0.00,10.7.22,1,0.48659
15.5,152,Adenine Hemi,0.00,10.7.22,1,0.34149
15.5,152,Adenine Hemi,0.03,10.7.22,1,0.31802
15.5,152,Adenine Hemi,0.25,10.7.22,1,0.41652
15.5,152,Adenine Hemi,0.50,10.7.22,1,0.49092
15.5,152,Adenine Hemi,2.50,10.7.22,1,0.41292
15.5,152,Adenine Hemi,5.00,10.7.22,1,0.48692
15.5,152,Adenine Hemi,12.50,10.7.22,1,0.42719
15.5,152,Adenine Hemi,25.00,10.7.22,1,0.31052
16.0,WT,Adenine Hemi,0.00,10.7.22,1,0.24024
16.0,WT,Adenine Hemi,0.00,10.7.22,1,0.28071
16.0,WT,Adenine Hemi,0.03,10.7.22,1,0.23498
16.0,WT,Adenine Hemi,0.25,10.7.22,1,0.18938
16.0,WT,Adenine Hemi,0.50,10.7.22,1,0.21271
16.0,WT,Adenine Hemi,2.50,10.7.22,1,0.26351
16.0,WT,Adenine Hemi,5.00,10.7.22,1,0.23438
16.0,WT,Adenine Hemi,12.50,10.7.22,1,0.18931
16.0,WT,Adenine Hemi,25.00,10.7.22,1,0.28781
16.0,152,Adenine Hemi,0.00,10.7.22,1,0.55351
16.0,152,Adenine Hemi,0.00,10.7.22,1,0.39831
16.0,152,Adenine Hemi,0.03,10.7.22,1,0.37381
16.0,152,Adenine Hemi,0.25,10.7.22,1,0.47631
16.0,152,Adenine Hemi,0.50,10.7.22,1,0.56258
16.0,152,Adenine Hemi,2.50,10.7.22,1,0.47818
16.0,152,Adenine Hemi,5.00,10.7.22,1,0.55461
16.0,152,Adenine Hemi,12.50,10.7.22,1,0.48598
16.0,152,Adenine Hemi,25.00,10.7.22,1,0.34991
16.5,WT,Adenine Hemi,0.00,10.7.22,1,0.28060
16.5,WT,Adenine Hemi,0.00,10.7.22,1,0.32127
16.5,WT,Adenine Hemi,0.03,10.7.22,1,0.27123
16.5,WT,Adenine Hemi,0.25,10.7.22,1,0.22230
16.5,WT,Adenine Hemi,0.50,10.7.22,1,0.24743
16.5,WT,Adenine Hemi,2.50,10.7.22,1,0.29980
16.5,WT,Adenine Hemi,5.00,10.7.22,1,0.26923
16.5,WT,Adenine Hemi,12.50,10.7.22,1,0.22363
16.5,WT,Adenine Hemi,25.00,10.7.22,1,0.32900
16.5,152,Adenine Hemi,0.00,10.7.22,1,0.62587
16.5,152,Adenine Hemi,0.00,10.7.22,1,0.46273
16.5,152,Adenine Hemi,0.03,10.7.22,1,0.43830
16.5,152,Adenine Hemi,0.25,10.7.22,1,0.54300
16.5,152,Adenine Hemi,0.50,10.7.22,1,0.64687
16.5,152,Adenine Hemi,2.50,10.7.22,1,0.55390
16.5,152,Adenine Hemi,5.00,10.7.22,1,0.62850
16.5,152,Adenine Hemi,12.50,10.7.22,1,0.54987
16.5,152,Adenine Hemi,25.00,10.7.22,1,0.39033
17.0,WT,Adenine Hemi,0.00,10.7.22,1,0.32381
17.0,WT,Adenine Hemi,0.00,10.7.22,1,0.36331
17.0,WT,Adenine Hemi,0.03,10.7.22,1,0.31131
17.0,WT,Adenine Hemi,0.25,10.7.22,1,0.25908
17.0,WT,Adenine Hemi,0.50,10.7.22,1,0.28601
17.0,WT,Adenine Hemi,2.50,10.7.22,1,0.33868
17.0,WT,Adenine Hemi,5.00,10.7.22,1,0.30694
17.0,WT,Adenine Hemi,12.50,10.7.22,1,0.26124
17.0,WT,Adenine Hemi,25.00,10.7.22,1,0.37201
17.0,152,Adenine Hemi,0.00,10.7.22,1,0.70531
17.0,152,Adenine Hemi,0.00,10.7.22,1,0.53421
17.0,152,Adenine Hemi,0.03,10.7.22,1,0.51034
17.0,152,Adenine Hemi,0.25,10.7.22,1,0.61424
17.0,152,Adenine Hemi,0.50,10.7.22,1,0.73478
17.0,152,Adenine Hemi,2.50,10.7.22,1,0.63411
17.0,152,Adenine Hemi,5.00,10.7.22,1,0.71111
17.0,152,Adenine Hemi,12.50,10.7.22,1,0.61971
17.0,152,Adenine Hemi,25.00,10.7.22,1,0.43448
17.5,WT,Adenine Hemi,0.00,10.7.22,1,0.37252
17.5,WT,Adenine Hemi,0.00,10.7.22,1,0.41059
17.5,WT,Adenine Hemi,0.03,10.7.22,1,0.35406
17.5,WT,Adenine Hemi,0.25,10.7.22,1,0.29956
17.5,WT,Adenine Hemi,0.50,10.7.22,1,0.32832
17.5,WT,Adenine Hemi,2.50,10.7.22,1,0.38339
17.5,WT,Adenine Hemi,5.00,10.7.22,1,0.34819
17.5,WT,Adenine Hemi,12.50,10.7.22,1,0.30119
17.5,WT,Adenine Hemi,25.00,10.7.22,1,0.41809
17.5,152,Adenine Hemi,0.00,10.7.22,1,0.78579
17.5,152,Adenine Hemi,0.00,10.7.22,1,0.60739
17.5,152,Adenine Hemi,0.03,10.7.22,1,0.58579
17.5,152,Adenine Hemi,0.25,10.7.22,1,0.68466
17.5,152,Adenine Hemi,0.50,10.7.22,1,0.82439
17.5,152,Adenine Hemi,2.50,10.7.22,1,0.72099
17.5,152,Adenine Hemi,5.00,10.7.22,1,0.79812
17.5,152,Adenine Hemi,12.50,10.7.22,1,0.69629
17.5,152,Adenine Hemi,25.00,10.7.22,1,0.48232
18.0,WT,Adenine Hemi,0.00,10.7.22,1,0.42759
18.0,WT,Adenine Hemi,0.00,10.7.22,1,0.46249
18.0,WT,Adenine Hemi,0.03,10.7.22,1,0.40252
18.0,WT,Adenine Hemi,0.25,10.7.22,1,0.34646
18.0,WT,Adenine Hemi,0.50,10.7.22,1,0.37606
18.0,WT,Adenine Hemi,2.50,10.7.22,1,0.43169
18.0,WT,Adenine Hemi,5.00,10.7.22,1,0.39292
18.0,WT,Adenine Hemi,12.50,10.7.22,1,0.34752
18.0,WT,Adenine Hemi,25.00,10.7.22,1,0.46596
18.0,152,Adenine Hemi,0.00,10.7.22,1,0.86552
18.0,152,Adenine Hemi,0.00,10.7.22,1,0.68199
18.0,152,Adenine Hemi,0.03,10.7.22,1,0.66156
18.0,152,Adenine Hemi,0.25,10.7.22,1,0.75749
18.0,152,Adenine Hemi,0.50,10.7.22,1,0.90116
18.0,152,Adenine Hemi,2.50,10.7.22,1,0.80879
18.0,152,Adenine Hemi,5.00,10.7.22,1,0.88812
18.0,152,Adenine Hemi,12.50,10.7.22,1,0.78062
18.0,152,Adenine Hemi,25.00,10.7.22,1,0.53482
18.5,WT,Adenine Hemi,0.00,10.7.22,1,0.48723
18.5,WT,Adenine Hemi,0.00,10.7.22,1,0.52030
18.5,WT,Adenine Hemi,0.03,10.7.22,1,0.45683
18.5,WT,Adenine Hemi,0.25,10.7.22,1,0.39733
18.5,WT,Adenine Hemi,0.50,10.7.22,1,0.42877
18.5,WT,Adenine Hemi,2.50,10.7.22,1,0.48553
18.5,WT,Adenine Hemi,5.00,10.7.22,1,0.44133
18.5,WT,Adenine Hemi,12.50,10.7.22,1,0.39563
18.5,WT,Adenine Hemi,25.00,10.7.22,1,0.52087
18.5,152,Adenine Hemi,0.00,10.7.22,1,0.94437
18.5,152,Adenine Hemi,0.00,10.7.22,1,0.75440
18.5,152,Adenine Hemi,0.03,10.7.22,1,0.73380
18.5,152,Adenine Hemi,0.25,10.7.22,1,0.82827
18.5,152,Adenine Hemi,0.50,10.7.22,1,0.98400
18.5,152,Adenine Hemi,2.50,10.7.22,1,0.89423
18.5,152,Adenine Hemi,5.00,10.7.22,1,0.97510
18.5,152,Adenine Hemi,12.50,10.7.22,1,0.86650
18.5,152,Adenine Hemi,25.00,10.7.22,1,0.59127
19.0,WT,Adenine Hemi,0.00,10.7.22,1,0.55167
19.0,WT,Adenine Hemi,0.00,10.7.22,1,0.57963
19.0,WT,Adenine Hemi,0.03,10.7.22,1,0.51477
19.0,WT,Adenine Hemi,0.25,10.7.22,1,0.45577
19.0,WT,Adenine Hemi,0.50,10.7.22,1,0.48740
19.0,WT,Adenine Hemi,2.50,10.7.22,1,0.54387
19.0,WT,Adenine Hemi,5.00,10.7.22,1,0.49400
19.0,WT,Adenine Hemi,12.50,10.7.22,1,0.45107
19.0,WT,Adenine Hemi,25.00,10.7.22,1,0.57760
19.0,152,Adenine Hemi,0.00,10.7.22,1,1.01790
19.0,152,Adenine Hemi,0.00,10.7.22,1,0.82543
19.0,152,Adenine Hemi,0.03,10.7.22,1,0.80463
19.0,152,Adenine Hemi,0.25,10.7.22,1,0.89597
19.0,152,Adenine Hemi,0.50,10.7.22,1,1.06137
19.0,152,Adenine Hemi,2.50,10.7.22,1,0.97263
19.0,152,Adenine Hemi,5.00,10.7.22,1,1.05640
19.0,152,Adenine Hemi,12.50,10.7.22,1,0.94980
19.0,152,Adenine Hemi,25.00,10.7.22,1,0.64887
19.5,WT,Adenine Hemi,0.00,10.7.22,1,0.60608
19.5,WT,Adenine Hemi,0.00,10.7.22,1,0.62938
19.5,WT,Adenine Hemi,0.03,10.7.22,1,0.56721
19.5,WT,Adenine Hemi,0.25,10.7.22,1,0.51128
19.5,WT,Adenine Hemi,0.50,10.7.22,1,0.54678
19.5,WT,Adenine Hemi,2.50,10.7.22,1,0.60738
19.5,WT,Adenine Hemi,5.00,10.7.22,1,0.55408
19.5,WT,Adenine Hemi,12.50,10.7.22,1,0.51084
19.5,WT,Adenine Hemi,25.00,10.7.22,1,0.64061
19.5,152,Adenine Hemi,0.00,10.7.22,1,1.09074
19.5,152,Adenine Hemi,0.00,10.7.22,1,0.89134
19.5,152,Adenine Hemi,0.03,10.7.22,1,0.86921
19.5,152,Adenine Hemi,0.25,10.7.22,1,0.95874
19.5,152,Adenine Hemi,0.50,10.7.22,1,1.14048
19.5,152,Adenine Hemi,2.50,10.7.22,1,1.04581
19.5,152,Adenine Hemi,5.00,10.7.22,1,1.13208
19.5,152,Adenine Hemi,12.50,10.7.22,1,1.02924
19.5,152,Adenine Hemi,25.00,10.7.22,1,0.70744
20.0,WT,Adenine Hemi,0.00,10.7.22,1,0.65056
20.0,WT,Adenine Hemi,0.00,10.7.22,1,0.66992
20.0,WT,Adenine Hemi,0.03,10.7.22,1,0.60799
20.0,WT,Adenine Hemi,0.25,10.7.22,1,0.55922
20.0,WT,Adenine Hemi,0.50,10.7.22,1,0.59702
20.0,WT,Adenine Hemi,2.50,10.7.22,1,0.66882
20.0,WT,Adenine Hemi,5.00,10.7.22,1,0.61646
20.0,WT,Adenine Hemi,12.50,10.7.22,1,0.57749
20.0,WT,Adenine Hemi,25.00,10.7.22,1,0.70726
20.0,152,Adenine Hemi,0.00,10.7.22,1,1.15136
20.0,152,Adenine Hemi,0.00,10.7.22,1,0.95269
20.0,152,Adenine Hemi,0.03,10.7.22,1,0.93012
20.0,152,Adenine Hemi,0.25,10.7.22,1,1.01612
20.0,152,Adenine Hemi,0.50,10.7.22,1,1.19236
20.0,152,Adenine Hemi,2.50,10.7.22,1,1.11169
20.0,152,Adenine Hemi,5.00,10.7.22,1,1.19726
20.0,152,Adenine Hemi,12.50,10.7.22,1,1.10009
20.0,152,Adenine Hemi,25.00,10.7.22,1,0.75849
20.5,WT,Adenine Hemi,0.00,10.7.22,1,0.68926
20.5,WT,Adenine Hemi,0.00,10.7.22,1,0.70646
20.5,WT,Adenine Hemi,0.03,10.7.22,1,0.64259
20.5,WT,Adenine Hemi,0.25,10.7.22,1,0.59886
20.5,WT,Adenine Hemi,0.50,10.7.22,1,0.63552
20.5,WT,Adenine Hemi,2.50,10.7.22,1,0.71846
20.5,WT,Adenine Hemi,5.00,10.7.22,1,0.68276
20.5,WT,Adenine Hemi,12.50,10.7.22,1,0.64046
20.5,WT,Adenine Hemi,25.00,10.7.22,1,0.77926
20.5,152,Adenine Hemi,0.00,10.7.22,1,1.21152
20.5,152,Adenine Hemi,0.00,10.7.22,1,1.00939
20.5,152,Adenine Hemi,0.03,10.7.22,1,0.98566
20.5,152,Adenine Hemi,0.25,10.7.22,1,1.07072
20.5,152,Adenine Hemi,0.50,10.7.22,1,1.25536
20.5,152,Adenine Hemi,2.50,10.7.22,1,1.17186
20.5,152,Adenine Hemi,5.00,10.7.22,1,1.25936
20.5,152,Adenine Hemi,12.50,10.7.22,1,1.16656
20.5,152,Adenine Hemi,25.00,10.7.22,1,0.80669
21.0,WT,Adenine Hemi,0.00,10.7.22,1,0.72313
21.0,WT,Adenine Hemi,0.00,10.7.22,1,0.73740
21.0,WT,Adenine Hemi,0.03,10.7.22,1,0.67470
21.0,WT,Adenine Hemi,0.25,10.7.22,1,0.63397
21.0,WT,Adenine Hemi,0.50,10.7.22,1,0.67267
21.0,WT,Adenine Hemi,2.50,10.7.22,1,0.75733
21.0,WT,Adenine Hemi,5.00,10.7.22,1,0.73947
21.0,WT,Adenine Hemi,12.50,10.7.22,1,0.68947
21.0,WT,Adenine Hemi,25.00,10.7.22,1,0.84730
21.0,152,Adenine Hemi,0.00,10.7.22,1,1.26147
21.0,152,Adenine Hemi,0.00,10.7.22,1,1.06150
21.0,152,Adenine Hemi,0.03,10.7.22,1,1.03847
21.0,152,Adenine Hemi,0.25,10.7.22,1,1.12343
21.0,152,Adenine Hemi,0.50,10.7.22,1,1.30143
21.0,152,Adenine Hemi,2.50,10.7.22,1,1.22797
21.0,152,Adenine Hemi,5.00,10.7.22,1,1.31500
21.0,152,Adenine Hemi,12.50,10.7.22,1,1.22783
21.0,152,Adenine Hemi,25.00,10.7.22,1,0.85183
21.5,WT,Adenine Hemi,0.00,10.7.22,1,0.75149
21.5,WT,Adenine Hemi,0.00,10.7.22,1,0.76456
21.5,WT,Adenine Hemi,0.03,10.7.22,1,0.70299
21.5,WT,Adenine Hemi,0.25,10.7.22,1,0.66526
21.5,WT,Adenine Hemi,0.50,10.7.22,1,0.70456
21.5,WT,Adenine Hemi,2.50,10.7.22,1,0.79222
21.5,WT,Adenine Hemi,5.00,10.7.22,1,0.78496
21.5,WT,Adenine Hemi,12.50,10.7.22,1,0.72842
21.5,WT,Adenine Hemi,25.00,10.7.22,1,0.90216
21.5,152,Adenine Hemi,0.00,10.7.22,1,1.30696
21.5,152,Adenine Hemi,0.00,10.7.22,1,1.10982
21.5,152,Adenine Hemi,0.03,10.7.22,1,1.08786
21.5,152,Adenine Hemi,0.25,10.7.22,1,1.17182
21.5,152,Adenine Hemi,0.50,10.7.22,1,1.34889
21.5,152,Adenine Hemi,2.50,10.7.22,1,1.27829
21.5,152,Adenine Hemi,5.00,10.7.22,1,1.36529
21.5,152,Adenine Hemi,12.50,10.7.22,1,1.28476
21.5,152,Adenine Hemi,25.00,10.7.22,1,0.89119
22.0,WT,Adenine Hemi,0.00,10.7.22,1,0.77570
22.0,WT,Adenine Hemi,0.00,10.7.22,1,0.78663
22.0,WT,Adenine Hemi,0.03,10.7.22,1,0.72597
22.0,WT,Adenine Hemi,0.25,10.7.22,1,0.69093
22.0,WT,Adenine Hemi,0.50,10.7.22,1,0.73230
22.0,WT,Adenine Hemi,2.50,10.7.22,1,0.82290
22.0,WT,Adenine Hemi,5.00,10.7.22,1,0.82123
22.0,WT,Adenine Hemi,12.50,10.7.22,1,0.76490
22.0,WT,Adenine Hemi,25.00,10.7.22,1,0.94527
22.0,152,Adenine Hemi,0.00,10.7.22,1,1.34830
22.0,152,Adenine Hemi,0.00,10.7.22,1,1.15247
22.0,152,Adenine Hemi,0.03,10.7.22,1,1.13063
22.0,152,Adenine Hemi,0.25,10.7.22,1,1.21483
22.0,152,Adenine Hemi,0.50,10.7.22,1,1.39353
22.0,152,Adenine Hemi,2.50,10.7.22,1,1.32520
22.0,152,Adenine Hemi,5.00,10.7.22,1,1.40983
22.0,152,Adenine Hemi,12.50,10.7.22,1,1.33433
22.0,152,Adenine Hemi,25.00,10.7.22,1,0.92837
22.5,WT,Adenine Hemi,0.00,10.7.22,1,0.79447
22.5,WT,Adenine Hemi,0.00,10.7.22,1,0.80497
22.5,WT,Adenine Hemi,0.03,10.7.22,1,0.74573
22.5,WT,Adenine Hemi,0.25,10.7.22,1,0.71207
22.5,WT,Adenine Hemi,0.50,10.7.22,1,0.75567
22.5,WT,Adenine Hemi,2.50,10.7.22,1,0.84810
22.5,WT,Adenine Hemi,5.00,10.7.22,1,0.85390
22.5,WT,Adenine Hemi,12.50,10.7.22,1,0.79540
22.5,WT,Adenine Hemi,25.00,10.7.22,1,0.98147
22.5,152,Adenine Hemi,0.00,10.7.22,1,1.38413
22.5,152,Adenine Hemi,0.00,10.7.22,1,1.19007
22.5,152,Adenine Hemi,0.03,10.7.22,1,1.17033
22.5,152,Adenine Hemi,0.25,10.7.22,1,1.25380
22.5,152,Adenine Hemi,0.50,10.7.22,1,1.43157
22.5,152,Adenine Hemi,2.50,10.7.22,1,1.36527
22.5,152,Adenine Hemi,5.00,10.7.22,1,1.45107
22.5,152,Adenine Hemi,12.50,10.7.22,1,1.38150
22.5,152,Adenine Hemi,25.00,10.7.22,1,0.96313
23.0,WT,Adenine Hemi,0.00,10.7.22,1,0.81199
23.0,WT,Adenine Hemi,0.00,10.7.22,1,0.82109
23.0,WT,Adenine Hemi,0.03,10.7.22,1,0.76086
23.0,WT,Adenine Hemi,0.25,10.7.22,1,0.72819
23.0,WT,Adenine Hemi,0.50,10.7.22,1,0.77479
23.0,WT,Adenine Hemi,2.50,10.7.22,1,0.87052
23.0,WT,Adenine Hemi,5.00,10.7.22,1,0.88202
23.0,WT,Adenine Hemi,12.50,10.7.22,1,0.82162
23.0,WT,Adenine Hemi,25.00,10.7.22,1,1.01426
23.0,152,Adenine Hemi,0.00,10.7.22,1,1.41352
23.0,152,Adenine Hemi,0.00,10.7.22,1,1.22499
23.0,152,Adenine Hemi,0.03,10.7.22,1,1.20549
23.0,152,Adenine Hemi,0.25,10.7.22,1,1.28852
23.0,152,Adenine Hemi,0.50,10.7.22,1,1.46889
23.0,152,Adenine Hemi,2.50,10.7.22,1,1.40209
23.0,152,Adenine Hemi,5.00,10.7.22,1,1.48609
23.0,152,Adenine Hemi,12.50,10.7.22,1,1.42406
23.0,152,Adenine Hemi,25.00,10.7.22,1,0.99532
23.5,WT,Adenine Hemi,0.00,10.7.22,1,0.82459
23.5,WT,Adenine Hemi,0.00,10.7.22,1,0.83266
23.5,WT,Adenine Hemi,0.03,10.7.22,1,0.77552
23.5,WT,Adenine Hemi,0.25,10.7.22,1,0.74382
23.5,WT,Adenine Hemi,0.50,10.7.22,1,0.79142
23.5,WT,Adenine Hemi,2.50,10.7.22,1,0.88826
23.5,WT,Adenine Hemi,5.00,10.7.22,1,0.90466
23.5,WT,Adenine Hemi,12.50,10.7.22,1,0.84356
23.5,WT,Adenine Hemi,25.00,10.7.22,1,1.04112
23.5,152,Adenine Hemi,0.00,10.7.22,1,1.43352
